image_name,comment_number,comment
194730600.jpg, 1, Two people holding their bikes beside of bagpipe.co.uk Nifty Nosh building .
194730600.jpg, 2, Two boys with unicycles stand outside of a street shop .
194730600.jpg, 3, Two people with bikes standing in front of a building .
194730600.jpg, 4, Two men with unicycles stands to the side of a store .
1947351225.jpg, 0, A little boy is opening gifts surrounded by a group of children and adults .
1947351225.jpg, 1, There is a group of children getting their picture taken with presents .
1947351225.jpg, 2, A child shows other kids his still packaged toy .
1947351225.jpg, 3, A group of kids are at a birthday party .
1947351225.jpg, 4, Boy at birthday party shows toy off .
194827949.jpg, 0, A man in a white baseball cap is sitting on a boat with his feet in a yellow net .
194827949.jpg, 1, A man is sitting on a boat with his foot in a yellow net .
194827949.jpg, 2, A man in blue handles a fishing net on a boat .
194827949.jpg, 3, A fisherman has his foot caught in his net .
194827949.jpg, 4, A man taking a break from fishing .
194827953.jpg, 0, A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat .
194827953.jpg, 1, A man in a blue hat and a bathing suit paints the bottom of a boat with white paint .
194827953.jpg, 2, A white man in blue and red striped shorts paints the bow of a sailboat .
194827953.jpg, 3, A man wearing shorts is working on the fiberglass of a boat .
194827953.jpg, 4, A man in striped shorts and a blue hat is working on a boat .
194935702.jpg, 0, a man stands in the water a little about his waist and holds his hands over his mouth .
194935702.jpg, 1, A partially submerged man covers his mouth with both hands .
194935702.jpg, 2, A man holds his hands over his mouth in a swimming pool .
194935702.jpg, 3, A man is standing in water thinking about something .
194935702.jpg, 4, The dark-haired boy in the pool is surprised .
194970718.jpg, 0, Two men are standing outside 
194970718.jpg, 1, Two men wearing suits are smiling into the distance .
194970718.jpg, 2, two well dressed men standing together in field
194970718.jpg, 3, Two guys dressed in vests and dress pants .
194970718.jpg, 4, Two men dressed up before a big event .
195038634.jpg, 0, A man in a t-shirt plays an electric guitar and sings into a microphone .
195038634.jpg, 1, A man in a brown shirt plays the guitar and sings at a concert .
195038634.jpg, 2, A man with shaggy blond-hair singing and playing a guitar .
195038634.jpg, 3, A man singing while playing guitar with passion .
195038634.jpg, 4, A man sings and plays a white guitar .
195051721.jpg, 0, A baby girl being taken on a walk with her father in a park .
195051721.jpg, 1, A man walking while holding the hand of a small child .
195051721.jpg, 2, A man and a girl are taking a walk together .
195051721.jpg, 3, Dad holding little girls hand while walking .
195051721.jpg, 4, A crying child and people walking in a park .
195065912.jpg, 0, A shirtless teenage boy in long shorts drops in on a quarter pipe in a skate park .
195065912.jpg, 1, A young teen boy is skateboard wearing some long black shorts and no shirt on .
195065912.jpg, 2, A young shirtless man drops into a half pipe at a local skate park .
195065912.jpg, 3, A teenage boy performs a stunt on his skateboard in a skate park .
195065912.jpg, 4, A shirtless young man skateboards down a wooden incline .
195084264.jpg, 0, A man in a checked shirt stands next to a large wooden bowl .
195084264.jpg, 1, An older man is standing next to a display of wooden trays .
195084264.jpg, 2, The man wearing glasses is showing a wooden product .
195084264.jpg, 3, An older man poses near wooden bowls on display .
195084264.jpg, 4, A man standing next to a large plate .
195137262.jpg, 0, Four people are sitting at a picnic bench eating while a fifth man stands next to the bench .
195137262.jpg, 1, A family or a group of friends are having a picnic in what appears to be a park .
195137262.jpg, 2, Coeds sit on a stone picnic table and eat lunch in the courtyard .
195137262.jpg, 3, A group of five people having lunch at a picnic table in a park .
195137262.jpg, 4, A group of people are eating at a table outside .
195140746.jpg, 0," A man stands near a street in a suit with a sign saying "" Stop raping my wife ! """
195140746.jpg, 1, A man in a black suit with a black briefcase holds a sign and hands out fliers .
195140746.jpg, 2, A man picketing on the sidewalk wearing a suit with a briefcase by his feet .
195140746.jpg, 3, A man in a suit is protesting and holding a sign on the sidewalk .
195140746.jpg, 4, Man in a business suit holding a protest sign by the street .
195193694.jpg, 0, A man in a black vest and blue jeans is rollerskating .
195193694.jpg, 1, A small group of people are at a rollerskating rink .
195193694.jpg, 2, People are rollerskating in a roller rink .
195193694.jpg, 3, People skating at a rollerskating rink .
195193694.jpg, 4, People of various ages rollerskating .
195226258.jpg, 0, A red-haired person in a green shirt holds an ice cream cone up to the mouth of a man in a red shirt and yellow baseball cap 
195226258.jpg, 1, A boy with red-hair holds up an ice cream cone for an older man to sample .
195226258.jpg, 2, A guy wearing a red shirt and yellow hat is tasting some ice cream .
195226258.jpg, 3, A man and women are inside an ice cream shop .
195226258.jpg, 4, An old man licks an ice cream cone .
1952896009.jpg, 0, A woman walking with a baby on her back a purple bag in her right hand and a brown one on her left shoulder .
1952896009.jpg, 1, A woman walking on the street with a child on her back and bags under one arm and in her other hand .
1952896009.jpg, 2, A woman carrying a purse and a bag with a baby in a backpack walking down a road .
1952896009.jpg, 3, A woman walking down the street carrying luggage with a baby on her back .
1952896009.jpg, 4, A woman carrying large bags walks down the street .
19541210.jpg, 0, A young boy dressed in green standing in a wide expanse of very shallow water in a wooded setting picking something out of the water .
19541210.jpg, 1, A young blond boy playing in a stream with shoes on and holding a rock .
19541210.jpg, 2, A small boy picks up a rock from a river
19541210.jpg, 3, A young boy plays in a shallow stream .
19541210.jpg, 4, A young boy is playing in a stream bed
1955172907.jpg, 0, African American people in dark clothing are raising their hands up in a room with green curtains 
1955172907.jpg, 1, People in a dark room that has walls illuminated by green lights and one person is holding up their cellphone .
1955172907.jpg, 2, A woman holds a cellphone up in to take a picture over a large crowd .
1955172907.jpg, 3, people raise their phones in a nightclub while listening to a band .
1955172907.jpg, 4, Lots of people at an event with flashing lights and a stage .
195546059.jpg, 0, A man wearing a white short-sleeve shirt is standing in front of an elevator shaft with a sign above him that reads 
195546059.jpg, 1, A man in a white shirt black tie looks out of the elevator shaft of a parking garage .
195546059.jpg, 2, A man in a tie stands in an elevator shaft near a garage construction site .
195546059.jpg, 3, A man wearing a shirt and tie at the top of an elevator shaft .
195546059.jpg, 4, A man waiting in a elevator shaft .
1955468182.jpg, 0, A balding man is playing the drums 
1955468182.jpg, 1, A man plugging in a wire while holding a guitar .
1955468182.jpg, 2, A band sets up for practice in the basement .
1955468182.jpg, 3, Two men play instruments together .
1955468182.jpg, 4, Two men playing instruments .
195611212.jpg, 0, Two men with skill saws taking apart an old trailer to demolish it .
195611212.jpg, 1, Two guys working on a light bluish green camper truck trailer .
195611212.jpg, 2, Two men are using tools cutting into a green trailer .
195611212.jpg, 3, Two men are working to fix up an old shed .
195611212.jpg, 4, Two men drill into a teal trailer .
1956585457.jpg, 0, Two guys one in a red jacket the other in a leaf print shirt cutting cakes 
1956585457.jpg, 1, A father and his son cutting a cake during a dinner party held at their residence in texas .
1956585457.jpg, 2, Two men cutting into two cakes on a narrow table with a black tablecloth on it .
1956585457.jpg, 3, Two men 
1956585457.jpg, 4, Two men cutting decorated cakes into portions .
1956678973.jpg, 0, Several children leaping into a pile of leaves on the ground .
1956678973.jpg, 1, Small children are playing in a pile of dead leaves .
1956678973.jpg, 2, Four boys in red are playing with fallen leaves .
1956678973.jpg, 3, Children in red shirts play in the leaves .
1956678973.jpg, 4, Three kids jumping in leaves .
1956944011.jpg, 0, The child in white is on the monkey bars 
1956944011.jpg, 1, A child wearing a white shirt hangs from the playground equipment .
1956944011.jpg, 2, Two children playing on an orange jungle gym in the winter time .
1956944011.jpg, 3, Two children are playing on monkey bars .
1956944011.jpg, 4, Two children playing on a jungle gym .
19570587.jpg, 0, A man works with a cord while near an oddly decorated fence .
19570587.jpg, 1, A man in jean shorts is plugging a cord into a wall .
19570587.jpg, 2, Two men stand in front of a wall with spots .
19570587.jpg, 3, two men are standing and one has a hose .
19570587.jpg, 4, two men are busy doing something .
1957371533.jpg, 0, Wet black and white dog with black nose shaking off water .
1957371533.jpg, 1, A black and white dog shakes itself to get the water off
1957371533.jpg, 2, A black and white dog shakes water off itself .
1957371533.jpg, 3, Black and white dog shaking its wet head .
1957371533.jpg, 4, A dog shaking water off .
1957683077.jpg, 0, A woman with a black shirt and tan apron is standing behind a counter in a restaurant .
1957683077.jpg, 1, A female barista dressed in black is making coffee behind a counter .
1957683077.jpg, 2, A girl in a black shirt is smiling as she works behind a bar .
1957683077.jpg, 3, A happy woman is preparing a refreshment at a coffee shop .
1957683077.jpg, 4, A young woman is working in a kitchen .
1957701886.jpg, 0, A woman in a flowered sundress walks her white chihuahua past a green building .
1957701886.jpg, 1, A blond-haired woman walks a dog down the street in flip-flops .
1957701886.jpg, 2, A woman in a sundress walks a small dog on a city sidewalk .
1957701886.jpg, 3, A woman in a dress and flip-flops is walking her small dog .
1957701886.jpg, 4, A woman is walking her dog and using her cellphone .
19581538.jpg, 0, An older man in gray khakis walks with a young boy in a green shirt along the edge of a fountain in a park .
19581538.jpg, 1, A man in a blue shirt walks holding a young boy 's hand outside in a garden .
19581538.jpg, 2, A man is walking with a boy and holding his hand .
19581538.jpg, 3, A man holding a child 's hand as they walk .
19581538.jpg, 4, A father and son hold hands while walking .
195962284.jpg, 0, A child splashes through water near a stone building .
195962284.jpg, 1, A boy splashing through water next to a building .
195962284.jpg, 2, A boy plays in the water by a building .
195962284.jpg, 3, A boy stands in water near a Frisbee .
195962284.jpg, 4, A boy in a large pool .
195962790.jpg, 0, While the humans put their feet into the fountain 
195962790.jpg, 1, A woman sits with her feet in a shallow pool and looks at a puppy .
195962790.jpg, 2, A woman sits by the pool with a dog while another dog is nearby .
195962790.jpg, 3, A woman in a purple shirt and a brown puppy sit near a fountain
195962790.jpg, 4, Woman and dog cooling off at fountain
196016880.jpg, 0, a man reads in a red shirt and sunglasses reads from a Tonka children 's book while wearing a face mask .
196016880.jpg, 1, A man reads a Tonka truck book in the doctors office while wearing a face mask .
196016880.jpg, 2, A man in a paper breathing mask is reading a book .
196016880.jpg, 3, A man with a blue mask reading a book .
196016880.jpg, 4, A man reading a toy manual outside .
19610188.jpg, 0, A black and white dog wearing a harness licks a brunette wearing glasses .
19610188.jpg, 1, A young lady gets a kiss on the mouth from her pet dog .
19610188.jpg, 2, A woman getting licked in the face by her dog .
19610188.jpg, 3, She adopted a dog which is a beautiful puppy .
19610188.jpg, 4, The black and white dog is kissing the girl .
1961696686.jpg, 0, A woman in a green shirt is getting ready to throw her bowling ball down the lane in a bowling alley .
1961696686.jpg, 1, A woman in a green shirt and jeans about to throw a red bowling ball down the lane towards pins .
1961696686.jpg, 2, A woman winds up to throw a red bowling ball down the lane .
1961696686.jpg, 3, A woman prepares to bowl and red bowling ball .
1961696686.jpg, 4, Woman in a green top and blue jeans bowling .
196176872.jpg, 0, A man with a black helmet on smokes a cigarette while he drives his motorcycle in traffic .
196176872.jpg, 1, A man on a motorcycle with a cigarette hanging from his mouth .
196176872.jpg, 2, A man with a cigarette in his mouth is riding a motorcycle .
196176872.jpg, 3, a chinese motorcyclist smokes a cigarette in traffic .
196176872.jpg, 4, A man on a motorcycle with a cigarette
1962729184.jpg, 0, A girl kisses her mother goodbye before she waits with the other children to start school .
1962729184.jpg, 1, Group of school children in uniforms standing at a gate 
1962729184.jpg, 2, A group of students in uniform stand in front of the gate .
1962729184.jpg, 3, A group of children in blue clothes stand by a gate .
1962729184.jpg, 4, Crowd of people near the water .
1962824702.jpg, 0, A man ironing his clothes while his friend is watching .
1962824702.jpg, 1, Two people sit in an old run down building at night .
1962824702.jpg, 2, Two men in white shirts working in a old building .
1962824702.jpg, 3, two men standing in a shack at night .
1962824702.jpg, 4, Two men in a ramshackle urban hut .
1963679809.jpg, 0, A street scene featuring oncoming traffic 
1963679809.jpg, 1, A man on a blue motorcycle is waiting in traffic on a busy city street .
1963679809.jpg, 2, A man is riding the bike without wearing his helmet .
1963679809.jpg, 3, A man on a blue bike waiting in a line of traffic .
1963679809.jpg, 4, A man is riding a motorcycle in traffic .
196371457.jpg, 0, Two women who are in gray sleeveless tops are getting down from a bus taking all their belongings .
196371457.jpg, 1, Two women wearing gray t-shirts 
196371457.jpg, 2, Girls are getting off a buss holding merchandise and food .
196371457.jpg, 3, Two women wearing green shirts are getting off a tour bus .
196371457.jpg, 4, Two women in green shirts are exiting a vehicle .
196381488.jpg, 0, A woman in a black tank top is using scissors to cut an article of clothing being worn by another woman .
196381488.jpg, 1, women wearing black tank top cutting another woman 's shirt while riding a bus .
196381488.jpg, 2, A woman in a black tank top uses scissors to cut the sleeve of another person .
196381488.jpg, 3, A woman in a tank-top 
196381488.jpg, 4, A woman is cutting a piece of clothing .
196437391.jpg, 0, A young girl is being assisted in drinking out of a glass .
196437391.jpg, 1, A baby with brown curly hair enjoying a drink .
196437391.jpg, 2, Baby drinking a glass of cold milk .
196437391.jpg, 3, Outdoor pool party for the kids .
196437391.jpg, 4, A baby boy is being fed a drink .
196521598.jpg, 0, A construction worker is driving heavy equipment at a work site .
196521598.jpg, 1, A man in an orange safety vest is using a piece of machinery .
196521598.jpg, 2, A man using a bulldozer on a construction site .
196521598.jpg, 3, heavy machinery in a construction zone .
196521598.jpg, 4, Construction equipment at work .
196522488.jpg, 0, A giant shovel machine works away at a construction sight full of dirt .
196522488.jpg, 1, An excavator working at a construction site .
196522488.jpg, 2, A man digging dirt with a Case machine .
196522488.jpg, 3, Large earth moving equipment at work .
196522488.jpg, 4, a tractor digging in dirt .
196523254.jpg, 0, A construction worker sitting in a bulldozer digging up dirt on a work site .
196523254.jpg, 1, Workers use large machinery at a work site .
196523254.jpg, 2, A man in a hard hat is operating a digger .
196523254.jpg, 3, A bulldozer works on a large excavation .
196523254.jpg, 4, A man operates a bulldozer .
1965278563.jpg, 0, A golden haired dog is lying in a boat that is traveling on a lake .
1965278563.jpg, 1, A big brown dog floats in a canoe on the river at sunset .
1965278563.jpg, 2, A brown dog in a canoe looks out over still waters .
1965278563.jpg, 3, A dog is drifting on a lake in a small boat .
1965278563.jpg, 4, A fat dog sitting in a boat
196583746.jpg, 0, Men in white painters ' clothes are painting a railing blue on a pier .
196583746.jpg, 1, Three men wearing white uniforms are painting a metal guard rail blue .
196583746.jpg, 2, Three men in white are painting the railing of the pier blue .
196583746.jpg, 3, Three men dressed in all white paint a railing blue .
196583746.jpg, 4, Three painters are painting the railings of a pier .
19663315.jpg, 0, A group of people with unhappy faces are gathered together most likely waiting for someone or listening to someone speak .
19663315.jpg, 1, People hanging out and talking about their interests .
19663315.jpg, 2, A group of people gathered out on a deck .
19663315.jpg, 3, A group of people sitting on a deck .
19663315.jpg, 4, A group of people sit on a deck .
19663663.jpg, 0, Four young adults sit outside on a wooden deck near a building around a small round table 
19663663.jpg, 1, A group of young people sitting around visiting and drinking water and sodas .
19663663.jpg, 2, People are having a conversation and a water bottle fell on the ground .
19663663.jpg, 3, A group of people are sitting on a porch and talking .
19663663.jpg, 4, A group of friends out on a deck .
1968453344.jpg, 0, A shirtless boy wearing striped blue and green shorts is napping on a pathway next to a wall .
1968453344.jpg, 1, A young shirtless man in swimming trunks lies on a ramp next to a marble wall .
1968453344.jpg, 2, A boy wearing blue and green shorts is laying on the ground .
1968453344.jpg, 3, An African American youth sleeps on the ground outside .
1968453344.jpg, 4, A boy in blue and green pants lies against a wall .
1969573381.jpg, 0, The brown dog who looks like a dingo looks out of the forest .
1969573381.jpg, 1, A dog standing outside is looking at the camera .
1969573381.jpg, 2, A tan and white dog standing near green plants .
1969573381.jpg, 3, A tan dog is standing in front of some plants .
1969573381.jpg, 4, A brown and white animal surrounded by trees .
196968178.jpg, 0, A young bull is grabbed by the horns by a man wearing a white cowboy hat in a rodeo ring while other men in white hats watch .
196968178.jpg, 1, A cowboy is wrestling a cow to the ground in a rodeo .
196968178.jpg, 2, A cowboy is bull-dogging a steer in a rodeo arena .
196968178.jpg, 3, A man is wrestling a bull while spectators watch .
196968178.jpg, 4, These men are participating in a rodeo .
197025804.jpg, 0, The lady is looking at the coins in her hand in a grocery store .
197025804.jpg, 1, An elderly women buying shampoo and conditioner at a store .
197025804.jpg, 2, Elderly woman paying for hair conditioner and shampoo .
197025804.jpg, 3, Woman at cashier paying for her products .
197025804.jpg, 4, An old lady buying groceries .
1970275389.jpg, 0, A woman leans over a small fence to take a picture of a yellow flower .
1970275389.jpg, 1, A brunette photographer is kneeling down to take a photo .
1970275389.jpg, 2, A woman leans over a rail to get a picture of flowers .
1970275389.jpg, 3, The photographer is taking pictures of flowers .
1970275389.jpg, 4, A photographer is taking photos of flowers .
197107117.jpg, 0, Two large mountains stand high in the air as a person tries to climb one .
197107117.jpg, 1, A rock climber leans out from a crag against a deep blue sky .
197107117.jpg, 2, A person is rock climbing between two large rock faces .
197107117.jpg, 3, A rock climber climbs in between two very large rocks .
197107117.jpg, 4, A mountain climber looks down from the summit
197142902.jpg, 0, A man in a black shirt and a woman in a brown shirt blow bubbles with pink wands .
197142902.jpg, 1, an Asian man and an Asian woman are blowing bubbles from pink plastic hoops .
197142902.jpg, 2, A woman and man are next to each other blowing bubbles .
197142902.jpg, 3, A man and a woman in glasses blow bubbles .
197142902.jpg, 4, A man and woman blow bubbles .
19719902.jpg, 0, Three men 
19719902.jpg, 1, A group of young men are wrestling and horsing around in a dirt pit .
19719902.jpg, 2, A group of men fighting at what looks to be a ranch .
19719902.jpg, 3, A gang fight on a farm in a movie scene .
19719902.jpg, 4, Many men wrestling in a pile of mulch .
197232267.jpg, 0, A woman 
197232267.jpg, 1, A woman is upset and showing a picture of a young girl lying on the ground injured .
197232267.jpg, 2, The women is holding a picture of a child laying on the ground .
197232267.jpg, 3, A muslim woman is holding a photo of a deceased little girl .
197232267.jpg, 4, A woman is holding a picture of a girl lying on the ground .
197310292.jpg, 0, A butcher who is wearing a dirty butcher 's coat is cutting meat on a slab in the store window where he works .
197310292.jpg, 1, A dark-skinned man wearing a white smock and cutting up meat .
197310292.jpg, 2, A man in a white coat cutting meat with a very sharp cleaver .
197310292.jpg, 3, A dark-haired man standing in a long white jacket .
197310292.jpg, 4, A dark-haired man chops meat .
1973993787.jpg, 0, A church choir is rehearsing with white books open in their hands and an instructor in front conducting .
1973993787.jpg, 1, A man with an orange shirt conducting a choir practicing in a beautiful church .
1973993787.jpg, 2, It looks like choir practice in an older ornate church .
1973993787.jpg, 3, A choral group singing at a church of some kind .
1973993787.jpg, 4, A group of people at church singing .
1974336555.jpg, 0, A young man in his mid twenties is kicking his left foot about two feet off the leaf covered ground 
1974336555.jpg, 1, A man is walking down the street on an Autumn day 
1974336555.jpg, 2, A man is kicking fallen leaves on the street in a neighborhood .
1974336555.jpg, 3, A man wearing a gray sweater walking through a pile of leaves .
1974336555.jpg, 4, A guy in jeans walking over the leaves during autumn .
1974820694.jpg, 0, In a music classroom with a grand piano in the background 
1974820694.jpg, 1, A caucasian male wearing an orange dress shirt is reviewing a stack of pages while addressing a class member .
1974820694.jpg, 2, A man is standing behind a podium 
1974820694.jpg, 3, The man in the orange shirt is giving a speech .
1974820694.jpg, 4, A man conducting with a woman holding a book .
197504190.jpg, 0, Two little boys are playing outside with their soccer ball on the green grass .
197504190.jpg, 1, Two children are playing with a soccer ball on grass .
197504190.jpg, 2, Two children playing with a ball on the grass .
197504190.jpg, 3, Two boys in a field kicking a soccer ball .
197504190.jpg, 4, Two children play soccer in the park .
1975171469.jpg, 0, A child is playing with an arcade whack a mole style fish game .
1975171469.jpg, 1, A small boy is whacking aliens that pop out of an arcade game .
1975171469.jpg, 2, A little redheaded boy plays Whack Em !
1975171469.jpg, 3, A young child plays an arcade game .
1975171469.jpg, 4, A boy plays a game .
1975531316.jpg, 0, A dog with a purple leash is held by a woman wearing white shoes .
1975531316.jpg, 1, A dog is on a leash held by a woman in white shoes .
1975531316.jpg, 2, A small black and tan dog on a leash .
1975531316.jpg, 3, A small dog being held on a leash .
1975531316.jpg, 4, Small brown dog on leash
197688193.jpg, 0, While looking in the mirror 
197688193.jpg, 1, A young adult male shaving his face with the razor running down his neck .
197688193.jpg, 2, A man shaves his neck but not his beard .
197688193.jpg, 3, A man carefully shaves his beard .
197688193.jpg, 4, A man shaving neck with razor .
197745829.jpg, 0, Women wearing blue baseball cap up in the bleachers eating a garden salad .
197745829.jpg, 1, A woman in a white tank top is eating a salad at a sporting event .
197745829.jpg, 2, A woman is eating a salad in the stands at an arena event .
197745829.jpg, 3, A girl in a baseball cap is enjoying a salad .
197745829.jpg, 4, A woman eats a salad in a stadium .
197746193.jpg, 0, A blond woman at a sporting event looking for her seat .
197746193.jpg, 1, Blond women in a blue shirt looking for her seat .
197746193.jpg, 2, A couple trying to find their sets at a stadium .
197746193.jpg, 3, Couple looks for their seats at sporting event .
197746193.jpg, 4, People search for their seats in a stadium .
1977827746.jpg, 0, Two kids sit in a plastic tub outdoors 
1977827746.jpg, 1, Two toddlers are eating corndogs in a small wagon or bin .
1977827746.jpg, 2, A young boy and girl sit in a wagon eating corndogs .
1977827746.jpg, 3, two young children eat corndogs .
1977827746.jpg, 4, Two kids eat corndogs outside .
19786858.jpg, 0, There is a man and a woman sitting on lawn chairs next to a skate park with a group of guys on bicycles in the background and a woman with a child in a stroller on the side of the picture .
19786858.jpg, 1, A group of children 
19786858.jpg, 2, Two people are sitting outside 
19786858.jpg, 3, Bicyclists 
19786858.jpg, 4, Ten people enjoying a skate park .
19786861.jpg, 0, A figure sitting on pavement looks in the direction of a child as the latter crouches slightly and stares at the ground .
19786861.jpg, 1, A man videotapes while a man nearby watches a young boy looking down at his shadow .
19786861.jpg, 2, A young boy in a blue shirt stands next to a woman sitting on the ground .
19786861.jpg, 3, A person sits on the ground in front of a child wearing blue .
19786861.jpg, 4, A child in a blue jersey stands outside .
19787273.jpg, 0, A woman wearing jeans is reaching into a large box while a man wearing jeans stands beside her .
19787273.jpg, 1, A woman in a black and yellow top 
19787273.jpg, 2, A woman with a box of candy standing with a man who is holding some of the candy .
19787273.jpg, 3, A woman reaches into a box of candy while a man stands nearby .
19787273.jpg, 4, man and a woman standing outside .
19788551.jpg, 0, Several people watch a female rock band performing on a stage full of yellow banners .
19788551.jpg, 1, Some teenagers stop to listen to a concert put on by Oh Henry Candy Bars .
19788551.jpg, 2, A few people standing in front of a stage with three female guitarists .
19788551.jpg, 3, A three person band is performing in front of a few people .
19788551.jpg, 4, People watching a band perform on a stage .
19788552.jpg, 0, A band of women plays music on a brightly-bannered stage as a lone young woman with brown hair looks on .
19788552.jpg, 1, A band of all women are planing on stage and a woman in a black shirt is watching them and listening .
19788552.jpg, 2, A woman in a beige skirt stands and watches a band made up of mostly women band members .
19788552.jpg, 3, A woman is listening to the band on stage .
19788552.jpg, 4, A woman watches a band play on stage .
1979233991.jpg, 0, Here is a picture of an older lady wearing a beanie and carrying her terrier in a field outside .
1979233991.jpg, 1, An elderly lady holding a scruffy dog and smiling contently .
1979233991.jpg, 2, An older woman smiling 
1979233991.jpg, 3, An older woman in pigtails is holding her dog .
1979233991.jpg, 4, The woman is holding her dog and very happy .
197924859.jpg, 0, A person taking an outside shower 
197924859.jpg, 1, a person bathes in a homemade shower with a green watering can
197924859.jpg, 2, A man showering in a home outdoor shower facility .
197924859.jpg, 3, A tarp wrapped around a tree and a watering can .
197924859.jpg, 4, A man uses an outdoor shower .
19796500.jpg, 0, A man in a navy blue shirt is tossing a boy with a large smile on his face high into the air .
19796500.jpg, 1, A man in a blue shirt is looking up at a child with a red striped shirt and blue jeans .
19796500.jpg, 2, A man in a black shirt is throwing a child in a red shirt and jeans in the air .
19796500.jpg, 3, A man tossing his son up in the air 
19796500.jpg, 4, A joyous young boy is tossed in the air by a man in a black t-shirt .
197976461.jpg, 0, a blond-hair lady is wearing a black and white top and a black skirt .
197976461.jpg, 1, A woman in a blouse and skirt enjoys dancing with a male friend .
197976461.jpg, 2, A flustered woman in a white sweater is teased by her husband .
197976461.jpg, 3, A man in a woman within a house happily socializing .
197976461.jpg, 4, lady in black skirt is getting excited .
1980315248.jpg, 0, A man in jeans is using a yard work tool just above some pavement steps .
1980315248.jpg, 1, A man is cleaning his yard with a leaf blower .
1980315248.jpg, 2, A man using a leaf blower in a garden .
1980315248.jpg, 3, A man works on his garden .
1980315248.jpg, 4, A man does yard work .
1980882959.jpg, 0, People transport multiple large trash bags on bicycles and in shopping carts .
1980882959.jpg, 1, A group of people ride bikes while holding onto large trash bags .
1980882959.jpg, 2, People riding bicycles carry large plastic bags full of cans .
1980882959.jpg, 3, People traveling with sacks on bikes and carts .
1980882959.jpg, 4, Four people with shopping carts full of bags .
19810652.jpg, 0, A bunch of people and a handicapped man are on a street sidewalk that has a bus and red car in the background .
19810652.jpg, 1, People on a street corner looking up at an unknown object next to a man in a wheelchair .
19810652.jpg, 2, A group of people stands at a busy intersection of a city on a rainy day .
19810652.jpg, 3, A man and woman look upward on a city block .
19810652.jpg, 4, A city street busy with people and cars .
1981187517.jpg, 0, A long-haired man stands next to a gray brick wall in front of a seagull playing an instrument .
1981187517.jpg, 1, A long-haired man is playing the recorder and a seagull is sitting nearby on a wall .
1981187517.jpg, 2, A man playing a plastic flute while a seagull looks on .
1981187517.jpg, 3, A man plays a recorder to a seagull by a brick wall .
1981187517.jpg, 4, A man playing the flute for a pigeon .
1982852140.jpg, 0, A woman and a little girl playing in the sand next to the ocean
1982852140.jpg, 1, Two people run down the beach and one of them is pointing .
1982852140.jpg, 2, two people running on the shore of a beach
1982852140.jpg, 3, An adult and a child run on the beach .
1982852140.jpg, 4, Two people running on a beach .
198409708.jpg, 0, A boy in a white shirt has a fake tattoo 
198409708.jpg, 1, Two young boys are getting temporary tattoos on the street .
198409708.jpg, 2, Little boy watching baby as brother gets a henna tattoo .
198409708.jpg, 3, Children getting temporary tattoos from a Muslim lady .
198409708.jpg, 4, A child showing off his painted tattoo .
198456565.jpg, 0, A man in a gray shirt yawns while standing near an opening in a wall .
198456565.jpg, 1, A man with dark hair and a gray shirt is yawning next to a window .
198456565.jpg, 2, A man is standing inside a subway train with his mouth wide open .
198456565.jpg, 3, A man yawns while riding the train .
198456565.jpg, 4, A man in a gray shirt is yawning .
1984905752.jpg, 0, When preparing food on a television show 
1984905752.jpg, 1, A chef working on a cooktop stove that is covered with pots and various utensils .
1984905752.jpg, 2, A cook in a white chef 's jacket is preparing food on a plate in front of him .
1984905752.jpg, 3, A chef dresses and prepares his meal before serving it .
1984905752.jpg, 4, A man is preparing a meal outdoors 
1984936420.jpg, 0, A young boy catches a fish from a stream while a young girl helps .
1984936420.jpg, 1, The girl in pink is watching the boy catch a fish from the river .
1984936420.jpg, 2, A boy catches a fish in a small stream as a girl points .
1984936420.jpg, 3, a boy caches a fish while a girl points at the fish .
1984936420.jpg, 4, Two kids fishing near a river .
19852513.jpg, 0, A young boy is getting his haircut by a man wearing a black shirt .
19852513.jpg, 1, A barber in a black shirt carefully cutting a young boy 's hair .
19852513.jpg, 2, A father is giving his child a haircut with scissors .
19852513.jpg, 3, Boy getting his haircut with scissors .
19852513.jpg, 4, A man is cutting a child 's hair .
198534816.jpg, 0, A softball player dressed in a maroon and gold uniform 
198534816.jpg, 1, A Pride softball team member hits the ball and runs towards first base while the umpire and catcher watch the ball .
198534816.jpg, 2, A girl dressed in a red uniform is hitting a softball with a bat while a catcher and home plate umpire look on .
198534816.jpg, 3, A woman runs after making a hit in women 's softball 
198534816.jpg, 4, Girl hits a ball and the catcher looks on .
1985706518.jpg, 0, Two people are swimming in a large body of clear blue water 
1985706518.jpg, 1, There are two swimmers in the ocean holding onto a rope 
1985706518.jpg, 2, Two swimmers move through pristine 
1985706518.jpg, 3, Two people are pulling themselves on a rope in beautiful blue water .
1985706518.jpg, 4, Two snorkelers are in a very blue sea swimming by an orange buoy .
198770290.jpg, 0, A woman in an apron stands behind a counter with several pans of food on it 
198770290.jpg, 1, A woman in an apron and white shirt stands behind a full buffet table 
198770290.jpg, 2, A gloved worker sets fresh food into the steam table of a buffet line .
198770290.jpg, 3, A woman putting food out on a buffet .
198770290.jpg, 4, Two people are working at a buffet .
1989145280.jpg, 0, woman wearing black shirt and glasses on head reacting to something
